1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1246,0.0,3.0,1,340,2.0,0,305,2.0,1959.0,1246,3,7500,75.0,0.0,0,7,5,1246,1959,1994,154000
904,0.0,2.0,1,0,1.0,884,180,1.0,1926.0,904,2,6000,50.0,0.0,0,7,6,884,1926,2004,119000
966,686.0,4.0,1,686,2.0,0,416,1.0,1961.0,1652,2,10800,60.0,0.0,0,6,5,686,1915,1950,139000
1036,0.0,3.0,1,375,3.0,457,288,1.0,1949.0,1268,2,12144,60.0,0.0,28,7,5,832,1949,1950,133000
1172,741.0,3.0,1,0,1.0,896,342,2.0,1929.0,1913,2,7558,57.0,0.0,0,6,6,896,1928,1950,177000
1358,0.0,3.0,2,733,4.0,625,484,2.0,2010.0,1358,3,6371,44.0,128.0,35,5,7,1358,2009,2010,224000
1657,0.0,3.0,1,1237,2.0,420,484,1.0,1970.0,1657,2,12155,69.0,0.0,0,3,6,1657,1970,1970,163500
838,0.0,2.0,2,210,3.0,0,275,3.0,1961.0,838,1,10267,55.0,0.0,0,7,6,816,1918,2000,130000
1022,1038.0,3.0,1,772,5.0,220,390,2.0,1999.0,2060,3,8755,69.0,298.0,0,5,7,992,1999,1999,214000
764,862.0,2.0,1,573,6.0,191,474,2.0,2003.0,1626,3,2448,36.0,106.0,27,5,7,764,2003,2004,154000
663,689.0,4.0,1,371,5.0,292,299,3.0,1969.0,1352,2,9364,80.0,143.0,36,7,6,663,1969,1969,158000
968,408.0,3.0,1,368,3.0,359,240,1.0,1941.0,1376,2,9492,79.0,0.0,0,5,5,768,1941,1950,105000
849,811.0,3.0,1,326,2.0,389,240,1.0,1939.0,1660,2,11988,74.0,0.0,0,7,6,715,1934,1995,188700
616,796.0,3.0,1,0,1.0,616,432,3.0,2007.0,1412,3,8499,73.0,0.0,36,5,6,616,2006,2007,156932
756,713.0,3.0,1,0,4.0,756,216,1.0,1906.0,1469,2,10320,60.0,0.0,0,7,6,756,1906,1995,135000
774,656.0,3.0,1,0,4.0,384,400,2.0,2000.0,1430,2,9967,76.0,0.0,0,5,7,384,2000,2000,170000
1094,0.0,3.0,2,500,3.0,594,495,2.0,1953.0,1094,2,10452,85.0,216.0,0,5,6,1094,1953,1953,155000
1826,0.0,3.0,4,1422,6.0,392,758,2.0,2005.0,1826,3,11302,69.0,238.0,75,5,8,1814,2005,2006,319000
672,252.0,3.0,2,0,4.0,672,576,1.0,2003.0,924,2,8064,60.0,0.0,0,7,5,672,1949,2006,122900
1502,0.0,1.0,3,368,6.0,0,528,2.0,1985.0,1502,3,6820,69.0,0.0,54,5,8,1488,1985,1985,212000
616,1072.0,4.0,4,462,6.0,154,603,2.0,1997.0,1688,3,12798,79.0,0.0,114,5,6,616,1997,1997,200000
1262,0.0,3.0,1,905,6.0,357,572,2.0,2006.0,1262,3,7200,60.0,68.0,120,5,6,1262,2006,2006,185000
1905,0.0,3.0,1,0,1.0,1905,788,3.0,2006.0,1905,4,11670,84.0,302.0,191,5,9,1905,2006,2006,320000
1153,878.0,3.0,3,252,5.0,901,541,3.0,1998.0,2031,3,11404,75.0,202.0,84,5,7,1153,1998,1999,222500
1350,0.0,3.0,1,0,1.0,1064,478,2.0,1974.0,1350,2,10140,78.0,174.0,0,5,6,1064,1974,1974,165000
941,888.0,3.0,1,483,6.0,458,613,2.0,2003.0,1829,3,9548,44.0,223.0,39,6,7,941,2003,2003,237000
965,0.0,3.0,1,641,4.0,187,300,1.0,1979.0,965,2,7800,60.0,0.0,0,5,5,828,1965,1965,119900
672,252.0,2.0,1,348,4.0,324,280,1.0,1941.0,924,1,12180,60.0,0.0,0,4,4,672,1941,1950,80000
1055,1208.0,3.0,1,0,1.0,1055,905,3.0,2001.0,2263,3,9240,69.0,396.0,45,5,8,1055,2001,2002,287000
1236,872.0,4.0,1,626,3.0,501,540,1.0,1935.0,2108,3,13728,120.0,0.0,0,7,6,1127,1935,1986,235000
1242,0.0,3.0,1,916,5.0,326,528,1.0,1973.0,1242,2,9600,80.0,320.0,0,6,7,1242,1973,1973,175500
989,584.0,3.0,1,0,4.0,884,240,1.0,1935.0,1573,3,6120,51.0,0.0,0,7,4,884,1935,1995,133000
884,1151.0,3.0,1,0,1.0,884,434,3.0,2001.0,2035,3,9505,69.0,180.0,48,5,7,884,2001,2001,222500
1232,0.0,3.0,1,660,4.0,572,516,1.0,1984.0,1232,2,11120,69.0,0.0,0,6,6,1232,1984,1984,162500
1098,866.0,4.0,1,403,4.0,400,483,2.0,1976.0,1964,2,10480,80.0,660.0,69,6,7,803,1976,1976,205000
792,348.0,3.0,1,0,1.0,576,0,0.0,1979.0,1140,2,8800,55.0,0.0,160,7,4,576,1910,2004,96500
894,0.0,3.0,1,702,4.0,192,450,2.0,1967.0,894,3,9764,57.0,0.0,0,7,5,894,1967,2003,130000
1512,1142.0,4.0,2,619,4.0,435,619,2.0,1968.0,2654,3,11029,69.0,220.0,65,7,6,1054,1968,1984,250000
768,0.0,2.0,3,660,4.0,108,396,3.0,1974.0,768,2,7200,60.0,0.0,0,8,5,768,1972,2003,133900
672,0.0,2.0,0,0,0.0,0,0,0.0,1979.0,912,2,6240,52.0,0.0,0,5,4,0,1947,1950,80500
1040,1040.0,5.0,3,650,3.0,390,504,1.0,1969.0,2080,1,11606,70.0,192.0,0,5,5,1040,1969,1969,135000
1040,0.0,3.0,1,732,6.0,308,576,2.0,2000.0,1040,3,12464,82.0,0.0,0,5,5,1040,1996,1996,152000
1149,467.0,3.0,2,370,2.0,779,216,1.0,1926.0,1616,3,5400,40.0,0.0,0,7,6,1149,1926,2004,152000
1047,0.0,2.0,1,0,1.0,641,273,1.0,1954.0,1047,2,10800,60.0,0.0,0,7,4,641,1885,1995,100000
1803,0.0,3.0,1,168,3.0,284,484,2.0,1957.0,1803,2,13125,88.0,67.0,0,4,5,1134,1957,2000,155000
832,0.0,2.0,1,0,1.0,832,528,1.0,1962.0,832,3,7227,59.0,0.0,0,6,6,832,1954,1954,105500
894,0.0,3.0,1,180,3.0,340,384,2.0,1966.0,894,2,7094,99.0,0.0,0,5,5,894,1966,1966,125000
596,596.0,3.0,2,0,1.0,596,189,1.0,1920.0,1192,2,6402,60.0,0.0,0,5,5,596,1920,1950,78000
1850,0.0,3.0,4,1261,6.0,572,772,3.0,2004.0,1850,3,16033,98.0,378.0,112,5,9,1833,2004,2005,326000
899,0.0,3.0,1,450,5.0,414,288,3.0,1967.0,899,3,7800,65.0,89.0,0,7,5,864,1967,2004,130000
892,0.0,3.0,1,340,3.0,524,264,2.0,1966.0,892,2,9477,69.0,65.0,0,5,5,864,1966,1966,110000
1260,1031.0,4.0,2,1046,3.0,168,506,1.0,1900.0,2291,2,7200,60.0,0.0,0,6,6,1214,1910,1998,133900
1075,1063.0,2.0,1,0,1.0,849,360,1.0,1910.0,2138,2,8100,90.0,0.0,156,5,5,849,1898,1965,106000
926,678.0,3.0,1,0,1.0,926,470,3.0,1997.0,1604,2,10839,100.0,0.0,36,5,6,926,1997,1998,181000
887,1134.0,3.0,1,0,1.0,868,422,2.0,2006.0,2021,3,23257,168.0,0.0,100,5,7,868,2006,2006,274725
938,0.0,3.0,3,280,2.0,167,308,1.0,1977.0,938,2,9200,69.0,0.0,0,6,5,938,1975,1980,130250
912,514.0,3.0,1,0,1.0,912,216,1.0,1925.0,1426,3,7642,55.0,0.0,240,8,7,912,1918,1998,189950
928,992.0,4.0,1,220,3.0,708,400,2.0,1948.0,1920,2,11345,95.0,567.0,0,5,5,928,1948,1950,137000
1098,0.0,3.0,1,902,5.0,196,260,2.0,1955.0,1098,2,7390,69.0,151.0,0,7,5,1098,1955,1955,135000
729,0.0,2.0,1,0,1.0,270,0,2.0,1979.0,729,2,4130,56.0,0.0,0,6,3,270,1935,2003,52000
1252,0.0,3.0,1,0,1.0,1252,528,1.0,1960.0,1252,3,10721,80.0,243.0,39,6,6,1252,1959,1959,142000
1584,0.0,4.0,1,0,1.0,1584,792,1.0,1967.0,1584,2,8944,65.0,0.0,152,5,5,1584,1967,1967,124000
1506,0.0,2.0,1,0,1.0,1498,592,2.0,2008.0,1506,4,14587,75.0,284.0,174,5,9,1498,2008,2008,264132
1709,0.0,2.0,3,1238,6.0,460,506,3.0,1999.0,1709,3,5119,50.0,60.0,65,5,9,1698,1999,2000,328900
1092,0.0,2.0,1,895,3.0,197,299,3.0,1957.0,1092,2,14850,69.0,0.0,0,5,5,1092,1957,1957,141000
1746,0.0,3.0,4,1320,6.0,426,758,3.0,2006.0,1746,4,14892,42.0,160.0,39,5,9,1746,2006,2007,377500
1304,983.0,3.0,1,603,4.0,701,667,3.0,1953.0,2287,2,15593,81.0,0.0,21,4,7,1304,1953,1953,225000
789,0.0,2.0,1,0,1.0,768,200,1.0,1926.0,789,2,10594,55.0,0.0,0,5,5,768,1926,1950,96500
1041,0.0,3.0,1,991,5.0,50,270,2.0,1959.0,1041,2,9600,80.0,132.0,88,6,5,1041,1959,1959,124500
993,915.0,4.0,1,0,1.0,967,431,3.0,2002.0,1908,3,14191,85.0,0.0,0,5,8,967,2002,2002,202900
1010,1257.0,4.0,1,0,1.0,1010,390,2.0,2002.0,2267,3,8068,69.0,0.0,46,5,6,1010,2002,2002,200000
875,0.0,2.0,1,209,4.0,506,180,1.0,1931.0,875,2,6120,51.0,0.0,0,7,5,715,1931,1993,105000
1526,0.0,4.0,3,383,3.0,833,364,2.0,1957.0,1526,2,8562,68.0,145.0,78,6,5,1216,1957,2002,144500
1567,0.0,2.0,4,1567,5.0,0,714,2.0,1977.0,1567,3,9819,69.0,0.0,32,5,6,1567,1977,1977,196000
1734,1088.0,3.0,4,0,1.0,1734,1020,2.0,2009.0,2822,4,13891,107.0,424.0,170,5,9,1734,2008,2009,582933
689,689.0,3.0,1,141,3.0,548,360,1.0,1928.0,1378,3,9600,60.0,0.0,0,9,7,689,1928,2005,161000
1281,457.0,4.0,1,0,1.0,715,368,1.0,1920.0,1738,2,12513,69.0,0.0,0,4,4,715,1920,2007,104900
1164,896.0,4.0,1,831,6.0,320,521,2.0,1988.0,2060,2,10029,97.0,268.0,228,5,6,1151,1988,1989,211000
1128,0.0,2.0,1,812,2.0,124,286,1.0,1954.0,1128,2,9000,75.0,0.0,0,5,5,936,1954,1954,118000
840,880.0,3.0,1,0,1.0,840,440,3.0,2004.0,1720,3,8244,62.0,0.0,48,5,7,840,2004,2004,183500
1050,0.0,2.0,1,504,3.0,546,338,1.0,1956.0,1050,2,9600,80.0,0.0,0,6,5,1050,1956,1956,128900
1114,0.0,3.0,1,814,6.0,300,576,1.0,2004.0,1114,3,13695,66.0,0.0,78,5,6,1114,2003,2004,155000
1053,0.0,3.0,1,567,3.0,413,750,2.0,1998.0,1053,4,8973,69.0,85.0,80,7,5,1008,1958,1991,150000
1593,0.0,0.0,3,1153,6.0,440,682,3.0,2001.0,1593,4,4923,41.0,0.0,120,5,8,1593,2001,2002,286000
1214,0.0,3.0,1,695,4.0,519,318,2.0,1967.0,1214,2,10355,69.0,196.0,111,5,5,1214,1967,1967,143000
816,0.0,3.0,1,641,5.0,175,264,1.0,1982.0,816,3,6600,60.0,0.0,0,9,5,816,1982,2008,130500
1535,0.0,4.0,0,0,0.0,0,400,1.0,1979.0,1535,2,7018,64.0,0.0,0,5,5,0,1979,1979,118858
1360,1360.0,3.0,1,1036,4.0,140,795,1.0,1918.0,3112,3,25419,174.0,0.0,16,4,8,1360,1918,1990,235000
1079,840.0,3.0,3,0,1.0,1079,685,2.0,2006.0,1919,3,15611,120.0,0.0,51,5,8,1079,2006,2006,233230
1097,0.0,3.0,1,0,1.0,1097,672,1.0,1995.0,1097,2,10859,112.0,0.0,64,5,5,1097,1994,1995,145000
983,767.0,4.0,2,660,5.0,323,423,1.0,1989.0,1750,2,12508,75.0,0.0,0,7,6,983,1940,1985,160000
483,504.0,2.0,1,0,1.0,483,288,1.0,1972.0,987,2,1680,21.0,297.0,0,5,6,483,1972,1972,94500
981,0.0,3.0,1,282,5.0,664,576,1.0,1979.0,981,2,10530,69.0,0.0,312,5,6,981,1971,1971,143250
1700,0.0,4.0,1,1018,3.0,380,447,2.0,1959.0,1700,3,10552,70.0,0.0,38,5,5,1398,1959,1959,165500
816,0.0,2.0,1,708,6.0,108,308,1.0,1957.0,816,2,7100,73.0,0.0,0,7,5,816,1957,1957,129900
944,896.0,3.0,1,666,6.0,278,622,2.0,2001.0,1840,3,12420,79.0,0.0,45,5,7,944,2001,2001,230000
1291,1230.0,5.0,1,837,5.0,105,576,2.0,1973.0,2521,2,3964,42.0,0.0,20,4,6,942,1973,1973,151400
1002,0.0,3.0,1,828,4.0,174,902,1.0,1973.0,1002,2,8750,69.0,76.0,0,6,5,1002,1970,1970,148500
841,0.0,2.0,1,0,1.0,721,294,1.0,1950.0,841,2,8400,60.0,0.0,0,4,4,721,1950,1950,82000
996,0.0,2.0,3,747,6.0,189,564,1.0,1992.0,996,3,9069,73.0,0.0,0,6,6,936,1992,1992,147000
1713,0.0,3.0,3,1088,6.0,625,856,3.0,2004.0,1713,4,9591,76.0,262.0,26,5,8,1713,2004,2005,274900
1412,0.0,3.0,2,1005,6.0,387,576,1.0,1988.0,1412,3,11457,130.0,0.0,0,5,6,1392,1988,1988,175000
1236,0.0,2.0,1,600,6.0,312,923,2.0,1957.0,1236,2,7407,90.0,0.0,158,7,6,912,1957,1996,149700
1040,0.0,3.0,4,633,5.0,431,648,1.0,1963.0,1040,2,25286,94.0,0.0,0,5,4,1064,1963,1963,132250
1616,0.0,2.0,1,1180,6.0,415,608,2.0,1995.0,1616,3,5389,39.0,0.0,152,5,8,1595,1995,1996,236500
1414,0.0,3.0,1,528,5.0,245,601,1.0,1990.0,1414,2,11029,87.0,0.0,51,8,6,1184,1958,2002,176500
975,975.0,3.0,1,649,4.0,326,576,2.0,1997.0,1950,3,7399,66.0,1600.0,10,5,7,975,1997,1998,239000
1086,0.0,3.0,1,320,5.0,404,490,1.0,1989.0,1086,2,10200,85.0,104.0,0,7,5,1086,1954,2003,144900
1072,504.0,3.0,4,1309,6.0,15,528,2.0,1923.0,1576,3,21384,144.0,0.0,312,6,5,1324,1923,2004,223500
768,0.0,2.0,3,619,5.0,149,624,1.0,1987.0,768,2,7244,54.0,0.0,0,7,5,768,1970,1970,129500
1381,0.0,3.0,1,982,5.0,179,676,2.0,1972.0,1381,3,9360,78.0,0.0,0,7,6,1161,1972,2006,197500
1284,885.0,3.0,1,0,4.0,1284,647,2.0,2002.0,2169,3,9375,69.0,149.0,87,5,8,1284,2002,2002,228500
720,0.0,2.0,0,0,0.0,0,287,1.0,1955.0,720,2,6627,69.0,0.0,0,6,3,0,1949,1950,72500
1584,1208.0,3.0,1,493,2.0,1017,520,1.0,1920.0,2792,2,10440,60.0,0.0,547,7,6,1510,1920,1950,256000
936,0.0,2.0,1,0,1.0,936,576,1.0,1974.0,936,2,6000,60.0,0.0,32,4,4,936,1953,1953,93000
1181,0.0,3.0,3,920,4.0,38,588,2.0,1974.0,1181,2,10012,90.0,0.0,0,5,4,1138,1972,1972,137500
1689,0.0,3.0,3,0,1.0,1689,954,2.0,2007.0,1689,3,9849,83.0,0.0,56,6,7,1689,2007,2007,248328
948,0.0,3.0,1,732,3.0,216,280,2.0,1956.0,948,2,8190,60.0,0.0,36,6,4,948,1954,1954,119000
756,756.0,2.0,1,420,6.0,336,440,1.0,2000.0,1512,3,2117,69.0,513.0,32,5,6,756,2000,2000,168500
894,0.0,3.0,1,492,4.0,402,450,2.0,1968.0,894,2,8724,109.0,0.0,0,5,5,894,1968,1968,129000
932,920.0,3.0,1,822,6.0,78,644,2.0,2009.0,1852,3,8640,72.0,0.0,108,5,7,900,2009,2009,252678
845,0.0,3.0,0,0,0.0,0,290,1.0,1957.0,845,2,11500,69.0,0.0,0,3,4,0,1957,1957,84000
774,0.0,3.0,1,544,3.0,0,0,0.0,1979.0,774,3,4270,70.0,0.0,0,6,3,544,1931,2006,79000
2053,1185.0,4.0,3,816,4.0,1217,666,3.0,1996.0,3238,3,14720,56.0,579.0,86,5,8,2033,1995,1996,410000
1232,0.0,2.0,3,724,6.0,508,632,2.0,2007.0,1232,3,7314,64.0,82.0,0,5,7,1232,2007,2007,194500
1164,0.0,3.0,1,0,1.0,1164,528,1.0,1969.0,1164,2,9600,80.0,168.0,0,5,7,1164,1969,1969,140000
912,336.0,2.0,1,324,2.0,588,160,1.0,1957.0,1248,2,9439,52.0,0.0,0,5,5,912,1930,1950,87000
1687,0.0,3.0,3,353,4.0,60,572,2.0,1966.0,1687,2,57200,69.0,0.0,0,5,5,747,1948,1950,160000
860,1100.0,4.0,1,625,6.0,235,440,3.0,2002.0,1960,3,7851,69.0,0.0,48,5,6,860,2002,2002,216500
546,0.0,3.0,1,273,4.0,0,286,2.0,1970.0,1092,2,2217,21.0,0.0,0,4,4,546,1970,1970,88000
894,0.0,3.0,1,552,4.0,342,400,1.0,1999.0,894,2,9450,68.0,0.0,0,5,4,894,1954,1954,110000
1479,0.0,3.0,3,1013,6.0,440,558,2.0,2003.0,1479,3,10665,72.0,167.0,29,5,7,1453,2003,2003,226000
1060,0.0,3.0,2,188,3.0,204,270,1.0,1968.0,1060,3,8246,69.0,0.0,90,8,5,1060,1968,2001,154000
1436,0.0,3.0,2,946,6.0,490,484,2.0,2004.0,1436,3,8450,65.0,266.0,98,5,7,1436,2004,2004,210000
1044,0.0,2.0,3,0,1.0,540,504,1.0,1952.0,1044,1,8712,66.0,0.0,0,5,5,540,1952,1952,55993
880,888.0,2.0,2,390,4.0,490,320,1.0,1914.0,1768,2,10800,60.0,0.0,341,7,7,880,1914,1970,163000
816,0.0,2.0,3,538,4.0,278,432,1.0,2002.0,816,2,5890,69.0,0.0,0,8,6,816,1930,2007,120500
774,656.0,3.0,1,250,6.0,134,400,3.0,2000.0,1430,2,7750,69.0,0.0,0,5,7,384,2000,2000,180000
1867,0.0,2.0,1,379,2.0,470,303,3.0,1955.0,1867,2,10708,69.0,0.0,0,5,5,1617,1955,1993,190000
1500,0.0,3.0,3,1070,6.0,286,648,3.0,2006.0,1500,3,4045,53.0,45.0,20,5,7,1356,2006,2006,246578
1100,0.0,3.0,1,419,5.0,375,312,2.0,1960.0,1100,2,12493,69.0,0.0,0,5,4,1100,1960,1960,141000
816,0.0,3.0,4,546,5.0,270,264,1.0,1982.0,816,2,8314,76.0,0.0,0,7,5,816,1982,1982,124500
1328,0.0,2.0,4,967,4.0,383,308,2.0,1959.0,1328,2,16905,115.0,0.0,104,6,5,1350,1959,1959,170000
1728,568.0,3.0,4,1338,6.0,384,842,2.0,2008.0,2296,4,13478,97.0,420.0,274,5,10,1722,2008,2008,451950
864,0.0,2.0,1,167,3.0,697,572,1.0,1957.0,864,2,8172,60.0,0.0,0,7,5,864,1955,1990,115000
1266,0.0,3.0,1,0,1.0,1257,453,1.0,2005.0,1266,3,7500,62.0,0.0,144,5,7,1257,2005,2005,176000
858,0.0,3.0,1,614,4.0,244,0,0.0,1979.0,858,2,8125,69.0,0.0,0,4,4,858,1971,1971,88000
832,878.0,3.0,1,426,6.0,406,506,2.0,1993.0,1710,3,9291,76.0,120.0,70,5,6,832,1993,1993,187000
772,351.0,3.0,1,0,1.0,732,264,1.0,1979.0,1123,2,6060,50.0,0.0,0,5,4,732,1939,1950,100000
953,694.0,3.0,1,0,1.0,953,460,2.0,1999.0,1647,2,7917,62.0,0.0,40,5,6,953,1999,2000,175000
874,0.0,3.0,1,510,4.0,354,288,2.0,1968.0,874,2,9858,62.0,0.0,0,6,5,864,1968,1968,130000
1788,0.0,3.0,3,0,1.0,1753,522,2.0,2001.0,1788,4,11838,69.0,0.0,151,5,8,1753,2001,2001,236500
1839,0.0,3.0,1,1186,6.0,291,416,3.0,1957.0,1839,3,14442,110.0,106.0,87,7,6,1477,1957,2004,257500
1088,780.0,4.0,1,381,5.0,399,484,1.0,1976.0,1868,3,10304,69.0,44.0,96,7,5,780,1976,1976,197500
1712,0.0,4.0,1,528,2.0,1098,588,3.0,2005.0,1712,2,8393,70.0,122.0,54,5,5,1626,1959,2005,145000
561,668.0,2.0,1,285,5.0,276,462,3.0,1980.0,1229,2,1300,24.0,0.0,0,6,6,561,1980,1980,124000
1600,0.0,3.0,1,0,1.0,1566,890,2.0,2007.0,1600,3,14230,110.0,640.0,56,5,8,1566,2007,2007,256300
916,684.0,3.0,3,0,1.0,916,460,3.0,1997.0,1600,2,8773,57.0,0.0,38,5,6,916,1997,1997,169000
896,448.0,3.0,1,0,1.0,896,240,2.0,1936.0,1344,2,6240,69.0,0.0,114,4,5,896,1936,1950,115000
1126,0.0,3.0,3,767,5.0,266,540,2.0,1977.0,1126,4,15611,69.0,0.0,0,6,5,1126,1977,1977,175000
923,0.0,3.0,1,658,5.0,218,264,1.0,1984.0,923,2,6951,37.0,0.0,0,5,5,876,1984,1985,119500
616,0.0,2.0,1,616,2.0,0,205,1.0,1921.0,616,2,6000,50.0,0.0,0,7,5,616,1921,1950,89000
1800,0.0,6.0,1,0,1.0,1800,0,0.0,1979.0,1800,2,8000,80.0,0.0,0,4,5,1800,1961,1961,141000
1505,0.0,2.0,1,1024,4.0,481,505,2.0,1953.0,1505,2,12160,128.0,90.0,0,4,6,1505,1953,1953,149500
1647,0.0,3.0,2,1283,5.0,0,621,3.0,1977.0,1647,3,12984,80.0,459.0,0,6,5,1430,1977,1977,217500
1132,0.0,2.0,1,1024,6.0,108,451,3.0,2005.0,1132,3,7024,60.0,0.0,64,5,4,1132,2005,2005,176000
928,836.0,3.0,1,821,6.0,107,470,2.0,1997.0,1764,3,15426,65.0,0.0,99,5,6,928,1997,1997,231500
1088,441.0,4.0,0,0,0.0,0,240,1.0,1945.0,1529,2,8405,50.0,0.0,0,3,4,0,1945,1950,98000
1699,748.0,4.0,1,0,1.0,804,336,1.0,1969.0,2447,3,9638,50.0,0.0,0,7,6,804,1919,1990,169000
1504,0.0,1.0,1,16,6.0,1330,457,3.0,2005.0,1504,3,3182,43.0,16.0,0,5,7,1346,2005,2006,181000
1163,0.0,3.0,1,256,5.0,906,220,1.0,1955.0,1163,2,5820,49.0,0.0,98,8,3,1162,1955,2005,126175
769,756.0,3.0,1,436,6.0,320,440,1.0,2000.0,1525,3,2117,69.0,456.0,0,5,6,756,2000,2000,177000
935,0.0,3.0,1,560,4.0,0,288,1.0,1965.0,935,2,13526,69.0,114.0,0,6,5,935,1965,1965,137000
813,0.0,2.0,1,0,1.0,813,270,1.0,1932.0,813,3,5684,70.0,0.0,113,8,6,813,1930,2005,110000
1112,896.0,3.0,1,603,6.0,293,230,1.0,1948.0,2008,4,7800,78.0,0.0,0,8,5,896,1948,2002,225000
1532,797.0,4.0,1,1085,6.0,390,514,1.0,1990.0,2329,3,11839,86.0,99.0,121,5,7,1475,1990,1990,262280
910,648.0,4.0,1,420,4.0,490,282,1.0,1950.0,1558,2,13710,75.0,0.0,0,5,5,910,1950,1950,152000
832,832.0,4.0,1,194,6.0,638,528,2.0,1976.0,1664,2,10140,78.0,0.0,28,5,7,832,1976,1976,162900
2110,0.0,3.0,1,1065,5.0,1045,522,3.0,1968.0,2110,4,11160,93.0,0.0,0,5,7,2110,1968,1968,244000
905,881.0,3.0,1,648,6.0,176,684,2.0,1997.0,1786,3,9337,69.0,0.0,162,5,6,824,1997,1997,204750
925,550.0,4.0,1,548,5.0,36,336,2.0,1977.0,1475,2,2665,41.0,0.0,26,6,5,757,1977,1977,127000
811,576.0,3.0,1,0,1.0,811,256,1.0,1954.0,1387,3,6000,50.0,0.0,0,4,5,811,1954,1954,93000
976,732.0,3.0,1,0,1.0,976,380,2.0,2004.0,1708,3,3363,32.0,117.0,40,5,7,976,2004,2004,130000
1085,649.0,3.0,1,600,3.0,312,440,2.0,1962.0,1734,3,9786,77.0,0.0,0,7,6,912,1962,1981,159000
1766,648.0,3.0,1,664,4.0,290,520,2.0,1970.0,2414,2,10800,60.0,0.0,0,4,5,954,1900,1970,160000
933,975.0,4.0,1,642,6.0,273,493,1.0,1994.0,1908,3,8750,70.0,0.0,133,5,7,915,1994,1995,210000
1283,0.0,3.0,1,504,3.0,319,506,1.0,1980.0,1283,2,7763,70.0,0.0,0,7,5,931,1962,1980,140000
1212,0.0,3.0,1,0,1.0,1212,573,2.0,2001.0,1212,3,9100,70.0,0.0,0,5,7,1212,2001,2001,178000
952,596.0,3.0,1,0,1.0,952,672,2.0,1978.0,1548,4,7264,55.0,0.0,0,7,7,952,1925,2007,205000
980,0.0,3.0,3,400,4.0,100,384,3.0,1967.0,980,2,9750,75.0,0.0,0,5,5,980,1967,1967,135500
1811,0.0,2.0,1,296,5.0,230,470,3.0,1956.0,1811,4,14115,90.0,0.0,0,7,6,1073,1956,2004,230000
1056,0.0,3.0,1,1056,3.0,0,384,1.0,1966.0,1056,2,8900,69.0,0.0,42,4,4,1056,1966,1966,107000
1234,0.0,3.0,3,0,1.0,1234,484,2.0,2007.0,1234,3,11049,85.0,0.0,30,5,8,1234,2007,2007,179900
630,672.0,3.0,1,0,1.0,630,440,1.0,1970.0,1302,2,2016,24.0,304.0,0,5,5,630,1970,1970,106000
1035,371.0,3.0,1,0,1.0,319,0,0.0,1979.0,1406,1,7920,69.0,0.0,144,7,6,319,1920,1950,89500
858,0.0,2.0,3,685,6.0,173,576,1.0,1983.0,858,2,7252,69.0,0.0,0,5,5,858,1982,1982,134900
1182,1142.0,4.0,1,998,4.0,177,736,3.0,2005.0,2324,4,11924,85.0,286.0,21,5,9,1175,2005,2006,345000
910,0.0,3.0,3,0,1.0,105,414,1.0,1953.0,910,3,8892,74.0,0.0,0,7,5,105,1953,1996,116000
798,813.0,4.0,4,674,6.0,0,442,2.0,1964.0,1611,2,9760,80.0,360.0,128,6,6,780,1964,1964,167900
684,876.0,3.0,3,0,1.0,684,400,3.0,2005.0,1560,3,11911,122.0,0.0,38,5,6,684,2005,2005,174000
2020,0.0,4.0,0,0,0.0,0,630,1.0,1977.0,2020,2,8400,60.0,320.0,0,5,5,0,1977,1977,144000
1338,0.0,2.0,2,616,6.0,722,582,3.0,2001.0,1338,3,4920,41.0,0.0,0,5,8,1338,2001,2001,213500
1188,0.0,3.0,1,593,4.0,595,312,1.0,1962.0,1188,2,26142,69.0,189.0,39,7,5,1188,1962,1962,157900
1459,0.0,3.0,1,0,4.0,1459,527,2.0,2002.0,1459,3,8749,70.0,100.0,39,5,7,1459,2002,2002,192000
1306,954.0,3.0,4,1201,6.0,105,533,2.0,1996.0,2260,3,14000,80.0,0.0,44,5,7,1306,1996,1997,328000
1430,0.0,3.0,1,0,1.0,1413,605,2.0,2001.0,1430,3,16285,67.0,0.0,33,5,7,1413,2001,2002,187100
996,0.0,3.0,1,290,4.0,706,0,0.0,1979.0,996,2,13907,63.0,0.0,0,6,5,996,1940,1969,108000
1092,0.0,3.0,1,787,3.0,305,504,2.0,1964.0,1092,2,8250,75.0,260.0,0,7,6,1092,1964,1964,145000
625,625.0,2.0,1,0,1.0,625,625,3.0,2006.0,1250,3,4017,35.0,0.0,54,5,7,625,2006,2007,171900
864,864.0,3.0,1,0,1.0,864,572,2.0,2004.0,1728,3,9313,65.0,0.0,56,5,7,864,2004,2004,190000
924,0.0,3.0,1,0,1.0,924,280,1.0,1981.0,924,2,7990,88.0,0.0,0,6,5,924,1975,1975,110000
1199,0.0,2.0,1,300,6.0,899,530,2.0,1993.0,1199,3,7892,55.0,0.0,63,5,6,1199,1993,1993,153900
